sale_id,product_id,store_id,customer_id,channel_id,sale_date,year,month,month_name,quarter,season,is_weekend,product_name,brand,category,subcategory,store_name,region,state,city,gender,age_group,loyalty_flag,channel_name,quantity,gross_revenue,discount_value,net_revenue,cost,profit
755,7,10,NULL,2,2025-10-07,2025,10,October,4,Regular,0,"Produto 7",Eudora,Skincare,"NÃ£o Classificado","Loja 10",Nordeste,CE,Fortaleza,NULL,NULL,NULL,E-commerce,5,1061.00,0.00,1061.00,707.00,353.60
756,39,1,299,2,2025-02-25,2025,2,February,1,Regular,0,"Produto 39","O BoticÃ¡rio",Skincare,Limpeza,"Loja 1",Nordeste,PE,Recife,M,50+,False,E-commerce,1,173.00,17.00,155.00,98.00,57.30
757,7,15,NULL,1,2024-05-31,2024,5,May,2,"Dia das MÃ£es",0,"Produto 7",Eudora,Skincare,"NÃ£o Classificado","Loja 15",Nordeste,PE,Recife,NULL,NULL,NULL,"Loja FÃ­sica",2,219.00,10.00,208.00,141.00,66.70
758,1,10,NULL,2,2024-07-14,2024,7,July,3,Regular,1,"Produto 1",Eudora,Skincare,"Tratamento Facial","Loja 10",Nordeste,CE,Fortaleza,NULL,NULL,NULL,E-commerce,1,92.00,18.00,73.00,60.00,13.49
759,50,2,NULL,2,2024-06-03,2024,6,June,2,"Dia dos Namorados",0,"Produto 50","Quem Disse Berenice",Skincare,HidrataÃ§Ã£o,"Loja 2",Nordeste,SE,Aracaju,NULL,NULL,NULL,E-commerce,2,471.00,23.00,447.00,276.00,170.95
760,39,9,NULL,1,2024-12-11,2024,12,December,4,Natal,0,"Produto 39","O BoticÃ¡rio",Skincare,Limpeza,"Loja 9",Sul,PR,Curitiba,NULL,NULL,NULL,"Loja FÃ­sica",5,347.00,13.00,333.00,231.00,102.26
761,47,2,NULL,2,2024-03-13,2024,3,March,1,"Dia da Mulher",0,"Produto 47","Quem Disse Berenice",Skincare,HidrataÃ§Ã£o,"Loja 2",Nordeste,SE,Aracaju,NULL,NULL,NULL,E-commerce,2,183.00,18.00,165.00,102.00,62.47
762,25,7,201,2,2025-09-06,2025,9,September,3,Regular,1,"Produto 25",Eudora,Maquiagem,"PÃ³ Facial","Loja 7",Sul,RS,"Porto Alegre",M,"NÃ£o Informado",False,E-commerce,4,123.00,0.00,123.00,77.00,45.96
763,13,1,NULL,1,2024-12-26,2024,12,December,4,Natal,0,"Produto 13","Quem Disse Berenice",Perfume,Gourmand,"Loja 1",Nordeste,PE,Recife,NULL,NULL,NULL,"Loja FÃ­sica",3,485.00,32.00,453.00,221.00,231.54
764,48,3,475,2,2024-03-11,2024,3,March,1,"Dia da Mulher",0,"Produto 48","Quem Disse Berenice",Perfume,Floral,"Loja 3",Sul,MS,"Campo Grande",F,18-25,True,E-commerce,5,467.00,9.00,457.00,215.00,242.85
765,33,5,35,2,2024-09-26,2024,9,September,3,Regular,0,"Produto 33","Quem Disse Berenice",Maquiagem,"PÃ³ Facial","Loja 5",Sudeste,SP,"SÃ£o Paulo",M,50+,False,E-commerce,2,462.00,0.00,462.00,292.00,170.92
766,7,4,360,2,2025-07-27,2025,7,July,3,Regular,1,"Produto 7",Eudora,Skincare,"NÃ£o Classificado","Loja 4",Sul,PR,Curitiba,M,50+,False,E-commerce,2,146.00,7.00,139.00,63.00,76.16
767,33,8,207,1,2024-03-23,2024,3,March,1,"Dia da Mulher",1,"Produto 33","Quem Disse Berenice",Maquiagem,"PÃ³ Facial","Loja 8",Nordeste,BA,Salvador,F,"NÃ£o Informado",True,"Loja FÃ­sica",1,91.00,18.00,73.00,41.00,32.38
768,44,3,398,2,2024-05-27,2024,5,May,2,"Dia das MÃ£es",0,"Produto 44","O BoticÃ¡rio",Maquiagem,Olhos,"Loja 3",Sul,MS,"Campo Grande",F,50+,True,E-commerce,3,659.00,44.00,615.00,318.00,297.31
769,30,11,NULL,1,2025-06-06,2025,6,June,2,"Dia dos Namorados",0,"Produto 30","O BoticÃ¡rio",Maquiagem,Corretivo,"Loja 11",Nordeste,CE,Fortaleza,NULL,NULL,NULL,"Loja FÃ­sica",1,246.00,0.00,246.00,134.00,112.28
770,18,2,NULL,1,2024-11-08,2024,11,November,4,"Black Friday",0,"Produto 18",Eudora,Maquiagem,"PÃ³ Facial","Loja 2",Nordeste,SE,Aracaju,NULL,NULL,NULL,"Loja FÃ­sica",1,67.00,0.00,67.00,44.00,23.05
771,34,3,338,2,2025-02-15,2025,2,February,1,Regular,1,"Produto 34","O BoticÃ¡rio",Perfume,Oriental,"Loja 3",Sul,MS,"Campo Grande",M,50+,True,E-commerce,5,440.00,8.00,431.00,288.00,143.34
772,42,8,NULL,1,2024-12-24,2024,12,December,4,Natal,0,"Produto 42","O BoticÃ¡rio",Perfume,"NÃ£o Classificado","Loja 8",Nordeste,BA,Salvador,NULL,NULL,NULL,"Loja FÃ­sica",5,792.00,15.00,776.00,341.00,435.20
773,34,4,31,1,2025-10-09,2025,10,October,4,Regular,0,"Produto 34","O BoticÃ¡rio",Perfume,Oriental,"Loja 4",Sul,PR,Curitiba,F,26-35,False,"Loja FÃ­sica",4,338.00,16.00,321.00,161.00,159.45
774,33,14,63,1,2025-07-08,2025,7,July,3,Regular,0,"Produto 33","Quem Disse Berenice",Maquiagem,"PÃ³ Facial","Loja 14",Sul,RS,"Porto Alegre",F,"NÃ£o Informado",False,"Loja FÃ­sica",1,206.00,41.00,164.00,126.00,38.27
775,49,3,407,1,2024-06-29,2024,6,June,2,"Dia dos Namorados",1,"Produto 49",Eudora,Perfume,"NÃ£o Classificado","Loja 3",Sul,MS,"Campo Grande",F,50+,False,"Loja FÃ­sica",5,226.00,9.00,217.00,135.00,81.30
776,29,5,NULL,1,2025-09-04,2025,9,September,3,Regular,0,"Produto 29","Quem Disse Berenice",Skincare,"Tratamento Facial","Loja 5",Sudeste,SP,"SÃ£o Paulo",NULL,NULL,NULL,"Loja FÃ­sica",4,734.00,36.00,697.00,490.00,207.20
777,17,1,203,1,2025-05-21,2025,5,May,2,"Dia das MÃ£es",0,"Produto 17","Quem Disse Berenice",Maquiagem,"PÃ³ Facial","Loja 1",Nordeste,PE,Recife,M,50+,False,"Loja FÃ­sica",4,300.00,0.00,300.00,156.00,144.36
778,44,15,4,1,2025-03-20,2025,3,March,1,"Dia da Mulher",0,"Produto 44","O BoticÃ¡rio",Maquiagem,Olhos,"Loja 15",Nordeste,PE,Recife,F,50+,True,"Loja FÃ­sica",4,273.00,0.00,273.00,133.00,140.36
779,45,2,NULL,2,2024-11-23,2024,11,November,4,"Black Friday",1,"Produto 45","O BoticÃ¡rio",Maquiagem,Base,"Loja 2",Nordeste,SE,Aracaju,NULL,NULL,NULL,E-commerce,3,579.00,0.00,579.00,394.00,185.28
780,17,9,459,2,2024-05-09,2024,5,May,2,"Dia das MÃ£es",0,"Produto 17","Quem Disse Berenice",Maquiagem,"PÃ³ Facial","Loja 9",Sul,PR,Curitiba,F,50+,True,E-commerce,5,354.00,0.00,354.00,154.00,199.45
781,13,2,37,2,2025-01-14,2025,1,January,1,Regular,0,"Produto 13","Quem Disse Berenice",Perfume,Gourmand,"Loja 2",Nordeste,SE,Aracaju,F,"NÃ£o Informado",True,E-commerce,2,307.00,0.00,307.00,174.00,133.10
782,32,8,321,1,2024-08-14,2024,8,August,3,Regular,0,"Produto 32",Eudora,Maquiagem,Base,"Loja 8",Nordeste,BA,Salvador,M,"NÃ£o Informado",True,"Loja FÃ­sica",1,86.00,17.00,69.00,42.00,26.79
783,27,4,NULL,2,2025-12-16,2025,12,December,4,Natal,0,"Produto 27","O BoticÃ¡rio",Perfume,Oriental,"Loja 4",Sul,PR,Curitiba,NULL,NULL,NULL,E-commerce,1,68.00,6.00,62.00,33.00,28.93
784,2,15,210,2,2024-12-26,2024,12,December,4,Natal,0,"Produto 2","O BoticÃ¡rio",Skincare,Anti-Idade,"Loja 15",Nordeste,PE,Recife,M,"NÃ£o Informado",False,E-commerce,3,284.00,9.00,275.00,146.00,128.68
785,41,2,187,2,2024-12-08,2024,12,December,4,Natal,1,"Produto 41","Quem Disse Berenice",Skincare,Limpeza,"Loja 2",Nordeste,SE,Aracaju,F,18-25,True,E-commerce,3,337.00,22.00,314.00,208.00,106.55
786,20,5,NULL,1,2024-02-23,2024,2,February,1,Regular,0,"Produto 20","O BoticÃ¡rio",Skincare,Anti-Idade,"Loja 5",Sudeste,SP,"SÃ£o Paulo",NULL,NULL,NULL,"Loja FÃ­sica",2,262.00,0.00,262.00,134.00,128.04
787,30,15,343,1,2025-08-13,2025,8,August,3,Regular,0,"Produto 30","O BoticÃ¡rio",Maquiagem,Corretivo,"Loja 15",Nordeste,PE,Recife,F,"NÃ£o Informado",True,"Loja FÃ­sica",3,563.00,0.00,563.00,318.00,245.85
788,42,9,56,2,2024-08-10,2024,8,August,3,Regular,1,"Produto 42","O BoticÃ¡rio",Perfume,"NÃ£o Classificado","Loja 9",Sul,PR,Curitiba,M,18-25,False,E-commerce,1,52.00,10.00,41.00,21.00,20.05
789,32,12,NULL,1,2025-06-08,2025,6,June,2,"Dia dos Namorados",1,"Produto 32",Eudora,Maquiagem,Base,"Loja 12",Nordeste,BA,Salvador,NULL,NULL,NULL,"Loja FÃ­sica",2,328.00,32.00,295.00,148.00,147.64
790,1,4,NULL,1,2024-10-25,2024,10,October,4,Regular,0,"Produto 1",Eudora,Skincare,"Tratamento Facial","Loja 4",Sul,PR,Curitiba,NULL,NULL,NULL,"Loja FÃ­sica",1,187.00,18.00,168.00,81.00,87.91
791,20,4,405,2,2025-06-26,2025,6,June,2,"Dia dos Namorados",0,"Produto 20","O BoticÃ¡rio",Skincare,Anti-Idade,"Loja 4",Sul,PR,Curitiba,M,18-25,True,E-commerce,3,481.00,0.00,481.00,250.00,230.91
792,34,8,NULL,2,2024-04-04,2024,4,April,2,Regular,0,"Produto 34","O BoticÃ¡rio",Perfume,Oriental,"Loja 8",Nordeste,BA,Salvador,NULL,NULL,NULL,E-commerce,2,365.00,36.00,329.00,177.00,151.45
793,44,8,60,1,2025-05-08,2025,5,May,2,"Dia das MÃ£es",0,"Produto 44","O BoticÃ¡rio",Maquiagem,Olhos,"Loja 8",Nordeste,BA,Salvador,F,"NÃ£o Informado",True,"Loja FÃ­sica",2,315.00,31.00,283.00,161.00,122.44
794,47,13,NULL,1,2025-07-03,2025,7,July,3,Regular,0,"Produto 47","Quem Disse Berenice",Skincare,HidrataÃ§Ã£o,"Loja 13",Sudeste,SP,"SÃ£o Paulo",NULL,NULL,NULL,"Loja FÃ­sica",2,351.00,35.00,316.00,193.00,123.28
795,35,10,162,1,2024-12-09,2024,12,December,4,Natal,0,"Produto 35",Eudora,Perfume,"NÃ£o Classificado","Loja 10",Nordeste,CE,Fortaleza,M,"NÃ£o Informado",False,"Loja FÃ­sica",5,773.00,15.00,757.00,392.00,364.94
796,22,8,304,2,2025-03-21,2025,3,March,1,"Dia da Mulher",0,"Produto 22",Eudora,Perfume,Amadeirado,"Loja 8",Nordeste,BA,Salvador,F,50+,False,E-commerce,2,224.00,11.00,213.00,117.00,95.74
797,25,9,7,1,2025-06-18,2025,6,June,2,"Dia dos Namorados",0,"Produto 25",Eudora,Maquiagem,"PÃ³ Facial","Loja 9",Sul,PR,Curitiba,M,26-35,False,"Loja FÃ­sica",1,158.00,31.00,126.00,96.00,30.42
798,27,3,265,1,2024-02-05,2024,2,February,1,Regular,0,"Produto 27","O BoticÃ¡rio",Perfume,Oriental,"Loja 3",Sul,MS,"Campo Grande",M,"NÃ£o Informado",True,"Loja FÃ­sica",5,506.00,10.00,496.00,327.00,168.78
799,35,10,NULL,2,2025-07-14,2025,7,July,3,Regular,0,"Produto 35",Eudora,Perfume,"NÃ£o Classificado","Loja 10",Nordeste,CE,Fortaleza,NULL,NULL,NULL,E-commerce,3,342.00,11.00,330.00,226.00,104.48
800,42,6,435,1,2024-11-30,2024,11,November,4,"Black Friday",1,"Produto 42","O BoticÃ¡rio",Perfume,"NÃ£o Classificado","Loja 6",Sudeste,MG,"Belo Horizonte",F,"NÃ£o Informado",True,"Loja FÃ­sica",3,205.00,6.00,198.00,133.00,65.60
801,4,6,NULL,2,2025-01-15,2025,1,January,1,Regular,0,"Produto 4",Eudora,Perfume,Gourmand,"Loja 6",Sudeste,MG,"Belo Horizonte",NULL,NULL,NULL,E-commerce,5,171.00,3.00,167.00,92.00,75.02
802,37,13,NULL,1,2024-09-06,2024,9,September,3,Regular,0,"Produto 37",Eudora,Skincare,"ProteÃ§Ã£o Solar","Loja 13",Sudeste,SP,"SÃ£o Paulo",NULL,NULL,NULL,"Loja FÃ­sica",2,424.00,42.00,382.00,270.00,111.40
803,15,6,NULL,2,2025-11-03,2025,11,November,4,"Black Friday",0,"Produto 15",Eudora,Perfume,Amadeirado,"Loja 6",Sudeste,MG,"Belo Horizonte",NULL,NULL,NULL,E-commerce,2,311.00,0.00,311.00,124.00,186.16
804,2,1,305,1,2024-11-05,2024,11,November,4,"Black Friday",0,"Produto 2","O BoticÃ¡rio",Skincare,Anti-Idade,"Loja 1",Nordeste,PE,Recife,F,"NÃ£o Informado",True,"Loja FÃ­sica",4,357.00,0.00,357.00,215.00,142.84
805,29,2,65,2,2025-08-21,2025,8,August,3,Regular,0,"Produto 29","Quem Disse Berenice",Skincare,"Tratamento Facial","Loja 2",Nordeste,SE,Aracaju,F,50+,False,E-commerce,3,157.00,10.00,146.00,68.00,78.44
806,13,7,249,2,2024-11-21,2024,11,November,4,"Black Friday",0,"Produto 13","Quem Disse Berenice",Perfume,Gourmand,"Loja 7",Sul,RS,"Porto Alegre",F,"NÃ£o Informado",False,E-commerce,5,1107.00,22.00,1085.00,510.00,575.20
807,9,8,NULL,2,2025-10-28,2025,10,October,4,Regular,0,"Produto 9","O BoticÃ¡rio",Maquiagem,"PÃ³ Facial","Loja 8",Nordeste,BA,Salvador,NULL,NULL,NULL,E-commerce,5,229.00,0.00,229.00,124.00,105.15
808,13,14,52,2,2025-06-02,2025,6,June,2,"Dia dos Namorados",0,"Produto 13","Quem Disse Berenice",Perfume,Gourmand,"Loja 14",Sul,RS,"Porto Alegre",F,50+,True,E-commerce,2,351.00,0.00,351.00,153.00,197.60
809,44,15,51,1,2025-03-21,2025,3,March,1,"Dia da Mulher",0,"Produto 44","O BoticÃ¡rio",Maquiagem,Olhos,"Loja 15",Nordeste,PE,Recife,M,18-25,False,"Loja FÃ­sica",1,189.00,0.00,189.00,85.00,103.48
810,28,1,84,2,2025-07-03,2025,7,July,3,Regular,0,"Produto 28",Eudora,Skincare,"NÃ£o Classificado","Loja 1",Nordeste,PE,Recife,F,26-35,False,E-commerce,5,363.00,0.00,363.00,193.00,170.70
811,19,10,35,2,2025-05-18,2025,5,May,2,"Dia das MÃ£es",1,"Produto 19",Eudora,Perfume,Floral,"Loja 10",Nordeste,CE,Fortaleza,M,50+,False,E-commerce,2,302.00,15.00,287.00,182.00,104.90
812,17,13,60,1,2025-11-28,2025,11,November,4,"Black Friday",0,"Produto 17","Quem Disse Berenice",Maquiagem,"PÃ³ Facial","Loja 13",Sudeste,SP,"SÃ£o Paulo",F,"NÃ£o Informado",True,"Loja FÃ­sica",3,612.00,0.00,612.00,317.00,294.57
813,41,14,482,1,2024-05-13,2024,5,May,2,"Dia das MÃ£es",0,"Produto 41","Quem Disse Berenice",Skincare,Limpeza,"Loja 14",Sul,RS,"Porto Alegre",F,18-25,False,"Loja FÃ­sica",5,232.00,9.00,223.00,98.00,124.64
814,16,13,386,1,2025-06-23,2025,6,June,2,"Dia dos Namorados",0,"Produto 16","O BoticÃ¡rio",Maquiagem,Batom,"Loja 13",Sudeste,SP,"SÃ£o Paulo",M,18-25,False,"Loja FÃ­sica",3,290.00,9.00,280.00,154.00,126.19
815,5,6,123,1,2025-11-24,2025,11,November,4,"Black Friday",0,"Produto 5","Quem Disse Berenice",Perfume,Gourmand,"Loja 6",Sudeste,MG,"Belo Horizonte",M,26-35,True,"Loja FÃ­sica",1,46.00,0.00,46.00,25.00,20.57
816,5,10,287,2,2024-05-25,2024,5,May,2,"Dia das MÃ£es",1,"Produto 5","Quem Disse Berenice",Perfume,Gourmand,"Loja 10",Nordeste,CE,Fortaleza,M,"NÃ£o Informado",True,E-commerce,4,752.00,18.00,733.00,328.00,405.62
817,4,10,143,1,2024-01-08,2024,1,January,1,Regular,0,"Produto 4",Eudora,Perfume,Gourmand,"Loja 10",Nordeste,CE,Fortaleza,M,26-35,False,"Loja FÃ­sica",5,193.00,7.00,185.00,90.00,95.22
818,42,1,404,2,2024-04-15,2024,4,April,2,Regular,0,"Produto 42","O BoticÃ¡rio",Perfume,"NÃ£o Classificado","Loja 1",Nordeste,PE,Recife,F,"NÃ£o Informado",False,E-commerce,2,274.00,0.00,274.00,185.00,89.06
819,16,1,NULL,1,2025-01-05,2025,1,January,1,Regular,1,"Produto 16","O BoticÃ¡rio",Maquiagem,Batom,"Loja 1",Nordeste,PE,Recife,NULL,NULL,NULL,"Loja FÃ­sica",4,184.00,0.00,184.00,88.00,96.24
820,49,14,NULL,1,2025-02-08,2025,2,February,1,Regular,1,"Produto 49",Eudora,Perfume,"NÃ£o Classificado","Loja 14",Sul,RS,"Porto Alegre",NULL,NULL,NULL,"Loja FÃ­sica",2,117.00,11.00,105.00,72.00,33.52
821,20,7,406,1,2025-02-28,2025,2,February,1,Regular,0,"Produto 20","O BoticÃ¡rio",Skincare,Anti-Idade,"Loja 7",Sul,RS,"Porto Alegre",F,50+,False,"Loja FÃ­sica",5,931.00,0.00,931.00,461.00,469.95
822,16,5,67,2,2025-01-14,2025,1,January,1,Regular,0,"Produto 16","O BoticÃ¡rio",Maquiagem,Batom,"Loja 5",Sudeste,SP,"SÃ£o Paulo",F,18-25,False,E-commerce,3,647.00,0.00,647.00,384.00,262.92
823,33,12,476,2,2024-08-31,2024,8,August,3,Regular,1,"Produto 33","Quem Disse Berenice",Maquiagem,"PÃ³ Facial","Loja 12",Nordeste,BA,Salvador,F,26-35,False,E-commerce,3,283.00,9.00,274.00,169.00,104.36
824,14,14,NULL,2,2025-01-26,2025,1,January,1,Regular,1,"Produto 14","O BoticÃ¡rio",Maquiagem,"NÃ£o Classificado","Loja 14",Sul,RS,"Porto Alegre",NULL,NULL,NULL,E-commerce,5,322.00,0.00,322.00,152.00,170.10
825,23,10,193,1,2024-07-21,2024,7,July,3,Regular,1,"Produto 23",Eudora,Maquiagem,Olhos,"Loja 10",Nordeste,CE,Fortaleza,F,18-25,True,"Loja FÃ­sica",1,229.00,45.00,183.00,152.00,31.35
826,18,11,NULL,2,2025-06-16,2025,6,June,2,"Dia dos Namorados",0,"Produto 18",Eudora,Maquiagem,"PÃ³ Facial","Loja 11",Nordeste,CE,Fortaleza,NULL,NULL,NULL,E-commerce,3,474.00,15.00,458.00,243.00,215.47
827,29,4,NULL,1,2024-12-04,2024,12,December,4,Natal,0,"Produto 29","Quem Disse Berenice",Skincare,"Tratamento Facial","Loja 4",Sul,PR,Curitiba,NULL,NULL,NULL,"Loja FÃ­sica",3,114.00,3.00,110.00,73.00,36.55
828,19,3,288,1,2024-05-10,2024,5,May,2,"Dia das MÃ£es",0,"Produto 19",Eudora,Perfume,Floral,"Loja 3",Sul,MS,"Campo Grande",M,18-25,True,"Loja FÃ­sica",3,227.00,7.00,219.00,108.00,111.49
829,28,11,335,1,2024-04-09,2024,4,April,2,Regular,0,"Produto 28",Eudora,Skincare,"NÃ£o Classificado","Loja 11",Nordeste,CE,Fortaleza,F,18-25,True,"Loja FÃ­sica",5,405.00,0.00,405.00,204.00,201.35
830,6,11,495,2,2024-10-17,2024,10,October,4,Regular,0,"Produto 6",Eudora,Perfume,Floral,"Loja 11",Nordeste,CE,Fortaleza,F,"NÃ£o Informado",False,E-commerce,2,204.00,20.00,184.00,89.00,94.30
831,1,15,147,1,2024-07-01,2024,7,July,3,Regular,0,"Produto 1",Eudora,Skincare,"Tratamento Facial","Loja 15",Nordeste,PE,Recife,M,26-35,False,"Loja FÃ­sica",5,319.00,0.00,319.00,171.00,148.55
832,1,15,123,2,2025-12-22,2025,12,December,4,Natal,0,"Produto 1",Eudora,Skincare,"Tratamento Facial","Loja 15",Nordeste,PE,Recife,M,26-35,True,E-commerce,5,970.00,38.00,931.00,608.00,322.49
833,47,4,308,2,2024-04-13,2024,4,April,2,Regular,1,"Produto 47","Quem Disse Berenice",Skincare,HidrataÃ§Ã£o,"Loja 4",Sul,PR,Curitiba,M,26-35,False,E-commerce,1,103.00,10.00,93.00,71.00,21.19
834,14,4,180,2,2024-12-13,2024,12,December,4,Natal,0,"Produto 14","O BoticÃ¡rio",Maquiagem,"NÃ£o Classificado","Loja 4",Sul,PR,Curitiba,F,"NÃ£o Informado",False,E-commerce,3,598.00,19.00,578.00,309.00,268.24
835,33,6,147,2,2025-07-07,2025,7,July,3,Regular,0,"Produto 33","Quem Disse Berenice",Maquiagem,"PÃ³ Facial","Loja 6",Sudeste,MG,"Belo Horizonte",M,26-35,False,E-commerce,2,302.00,15.00,287.00,126.00,160.52
836,40,2,NULL,1,2024-07-30,2024,7,July,3,Regular,0,"Produto 40","O BoticÃ¡rio",Skincare,Anti-Idade,"Loja 2",Nordeste,SE,Aracaju,NULL,NULL,NULL,"Loja FÃ­sica",1,120.00,24.00,96.00,83.00,13.34
837,33,6,216,2,2024-08-25,2024,8,August,3,Regular,1,"Produto 33","Quem Disse Berenice",Maquiagem,"PÃ³ Facial","Loja 6",Sudeste,MG,"Belo Horizonte",M,18-25,False,E-commerce,3,379.00,0.00,379.00,180.00,199.74
838,23,12,NULL,1,2025-03-02,2025,3,March,1,"Dia da Mulher",1,"Produto 23",Eudora,Maquiagem,Olhos,"Loja 12",Nordeste,BA,Salvador,NULL,NULL,NULL,"Loja FÃ­sica",4,606.00,0.00,606.00,404.00,201.52
839,34,10,480,1,2024-06-21,2024,6,June,2,"Dia dos Namorados",0,"Produto 34","O BoticÃ¡rio",Perfume,Oriental,"Loja 10",Nordeste,CE,Fortaleza,M,18-25,False,"Loja FÃ­sica",5,532.00,10.00,521.00,282.00,239.30
840,16,11,NULL,1,2024-09-03,2024,9,September,3,Regular,0,"Produto 16","O BoticÃ¡rio",Maquiagem,Batom,"Loja 11",Nordeste,CE,Fortaleza,NULL,NULL,NULL,"Loja FÃ­sica",4,718.00,35.00,682.00,390.00,291.54
841,48,3,366,1,2024-04-22,2024,4,April,2,Regular,0,"Produto 48","Quem Disse Berenice",Perfume,Floral,"Loja 3",Sul,MS,"Campo Grande",F,26-35,False,"Loja FÃ­sica",2,343.00,0.00,343.00,240.00,103.64
842,34,2,NULL,1,2025-10-10,2025,10,October,4,Regular,0,"Produto 34","O BoticÃ¡rio",Perfume,Oriental,"Loja 2",Nordeste,SE,Aracaju,NULL,NULL,NULL,"Loja FÃ­sica",4,420.00,0.00,420.00,284.00,135.44
843,37,6,NULL,1,2024-10-02,2024,10,October,4,Regular,0,"Produto 37",Eudora,Skincare,"ProteÃ§Ã£o Solar","Loja 6",Sudeste,MG,"Belo Horizonte",NULL,NULL,NULL,"Loja FÃ­sica",3,465.00,15.00,450.00,231.00,218.45
844,40,14,327,2,2025-04-06,2025,4,April,2,Regular,1,"Produto 40","O BoticÃ¡rio",Skincare,Anti-Idade,"Loja 14",Sul,RS,"Porto Alegre",M,26-35,True,E-commerce,5,152.00,6.00,146.00,61.00,84.70
845,39,7,NULL,1,2024-03-02,2024,3,March,1,"Dia da Mulher",1,"Produto 39","O BoticÃ¡rio",Skincare,Limpeza,"Loja 7",Sul,RS,"Porto Alegre",NULL,NULL,NULL,"Loja FÃ­sica",5,290.00,5.00,284.00,192.00,92.09
846,21,10,NULL,2,2025-02-05,2025,2,February,1,Regular,0,"Produto 21",Eudora,Maquiagem,"NÃ£o Classificado","Loja 10",Nordeste,CE,Fortaleza,NULL,NULL,NULL,E-commerce,5,575.00,0.00,575.00,298.00,276.30
847,45,11,NULL,2,2024-08-21,2024,8,August,3,Regular,0,"Produto 45","O BoticÃ¡rio",Maquiagem,Base,"Loja 11",Nordeste,CE,Fortaleza,NULL,NULL,NULL,E-commerce,4,632.00,0.00,632.00,277.00,355.44
848,16,10,260,1,2024-05-29,2024,5,May,2,"Dia das MÃ£es",0,"Produto 16","O BoticÃ¡rio",Maquiagem,Batom,"Loja 10",Nordeste,CE,Fortaleza,M,"NÃ£o Informado",False,"Loja FÃ­sica",2,463.00,46.00,417.00,263.00,154.15
849,28,15,388,1,2025-04-05,2025,4,April,2,Regular,1,"Produto 28",Eudora,Skincare,"NÃ£o Classificado","Loja 15",Nordeste,PE,Recife,F,18-25,True,"Loja FÃ­sica",4,146.00,7.00,138.00,91.00,47.85
850,11,1,307,1,2024-05-03,2024,5,May,2,"Dia das MÃ£es",0,"Produto 11",Eudora,Maquiagem,Olhos,"Loja 1",Nordeste,PE,Recife,F,50+,False,"Loja FÃ­sica",3,546.00,0.00,546.00,374.00,171.24
851,43,15,132,1,2024-12-03,2024,12,December,4,Natal,0,"Produto 43","O BoticÃ¡rio",Perfume,Gourmand,"Loja 15",Nordeste,PE,Recife,F,26-35,True,"Loja FÃ­sica",3,693.00,0.00,693.00,394.00,299.55
852,26,11,283,1,2024-10-23,2024,10,October,4,Regular,0,"Produto 26","Quem Disse Berenice",Skincare,"ProteÃ§Ã£o Solar","Loja 11",Nordeste,CE,Fortaleza,M,18-25,True,"Loja FÃ­sica",3,103.00,0.00,103.00,55.00,47.91
853,7,8,468,2,2025-04-12,2025,4,April,2,Regular,1,"Produto 7",Eudora,Skincare,"NÃ£o Classificado","Loja 8",Nordeste,BA,Salvador,F,"NÃ£o Informado",True,E-commerce,4,493.00,24.00,468.00,310.00,158.65
854,39,8,181,2,2024-02-05,2024,2,February,1,Regular,0,"Produto 39","O BoticÃ¡rio",Skincare,Limpeza,"Loja 8",Nordeste,BA,Salvador,F,50+,False,E-commerce,2,451.00,45.00,406.00,225.00,180.83
855,24,14,NULL,2,2025-04-18,2025,4,April,2,Regular,0,"Produto 24",Eudora,Skincare,Anti-Idade,"Loja 14",Sul,RS,"Porto Alegre",NULL,NULL,NULL,E-commerce,2,452.00,22.00,429.00,239.00,190.25
856,31,6,75,1,2024-10-21,2024,10,October,4,Regular,0,"Produto 31",Eudora,Maquiagem,Batom,"Loja 6",Sudeste,MG,"Belo Horizonte",M,26-35,False,"Loja FÃ­sica",4,718.00,17.00,700.00,326.00,374.75
857,19,5,37,1,2025-05-04,2025,5,May,2,"Dia das MÃ£es",1,"Produto 19",Eudora,Perfume,Floral,"Loja 5",Sudeste,SP,"SÃ£o Paulo",F,"NÃ£o Informado",True,"Loja FÃ­sica",1,241.00,0.00,241.00,107.00,133.58
858,1,8,3,2,2025-10-17,2025,10,October,4,Regular,0,"Produto 1",Eudora,Skincare,"Tratamento Facial","Loja 8",Nordeste,BA,Salvador,F,18-25,False,E-commerce,5,286.00,11.00,275.00,170.00,104.38
859,20,4,NULL,2,2024-08-25,2024,8,August,3,Regular,1,"Produto 20","O BoticÃ¡rio",Skincare,Anti-Idade,"Loja 4",Sul,PR,Curitiba,NULL,NULL,NULL,E-commerce,2,458.00,0.00,458.00,207.00,250.88
860,28,11,147,2,2024-07-02,2024,7,July,3,Regular,0,"Produto 28",Eudora,Skincare,"NÃ£o Classificado","Loja 11",Nordeste,CE,Fortaleza,M,26-35,False,E-commerce,3,371.00,12.00,359.00,193.00,165.30
861,46,11,207,1,2025-10-27,2025,10,October,4,Regular,0,"Produto 46","Quem Disse Berenice",Skincare,Anti-Idade,"Loja 11",Nordeste,CE,Fortaleza,F,"NÃ£o Informado",True,"Loja FÃ­sica",1,230.00,23.00,207.00,107.00,99.82
